0.000000	38.089375	5.391250	56.519375	36.510875	4.274125	59.215000	
5.000000	38.089375	5.391250	56.519375	36.611204	4.285273	59.103524	
10.000000	38.089375	5.391250	56.519375	36.711532	4.296420	58.992048	
15.000000	38.089375	5.391250	56.519375	36.811861	4.307568	58.880571	
20.000000	38.089375	5.391250	56.519375	36.912189	4.318715	58.769095	
25.000000	38.089375	5.391250	56.519375	37.012518	4.329863	58.657619	
30.000000	38.089375	5.391250	56.519375	37.112847	4.341011	58.546143	
35.000000	38.089375	5.391250	56.519375	37.213175	4.352158	58.434666	
40.000000	38.089375	5.391250	56.519375	37.313504	4.363306	58.323190	
45.000000	38.089375	5.391250	56.519375	37.413832	4.374454	58.211714	
50.000000	38.089375	5.391250	56.519375	37.514161	4.385601	58.100238	
55.000000	38.089375	5.391250	56.519375	37.614490	4.396749	57.988762	
60.000000	38.089375	5.391250	56.519375	37.714818	4.407896	57.877285	
65.000000	38.089375	5.391250	56.519375	37.815147	4.419044	57.765809	
70.000000	38.089375	5.391250	56.519375	37.915475	4.430192	57.654333	
75.000000	38.089375	5.391250	56.519375	38.015804	4.441339	57.542857	
80.000000	38.089375	5.391250	56.519375	38.116133	4.452487	57.431380	
85.000000	38.089375	5.391250	56.519375	38.216461	4.463635	57.319904	
90.000000	38.089375	5.391250	56.519375	38.316790	4.474782	57.208428	
95.000000	38.089375	5.391250	56.519375	38.417118	4.485930	57.096952	
