0.000000	51.409575	17.467650	31.122775	49.895235	10.248165	39.856600	
5.000000	51.409575	17.467650	31.122775	50.223550	10.284644	39.491806	
10.000000	51.409575	17.467650	31.122775	50.551865	10.321124	39.127011	
15.000000	51.409575	17.467650	31.122775	50.880180	10.357603	38.762217	
20.000000	51.409575	17.467650	31.122775	51.208495	10.394083	38.397422	
25.000000	51.409575	17.467650	31.122775	51.536810	10.430562	38.032628	
30.000000	51.409575	17.467650	31.122775	51.865125	10.467042	37.667834	
35.000000	51.409575	17.467650	31.122775	52.193440	10.503521	37.303039	
40.000000	51.409575	17.467650	31.122775	52.521755	10.540001	36.938245	
45.000000	51.409575	17.467650	31.122775	52.850070	10.576480	36.573450	
50.000000	51.409575	17.467650	31.122775	53.178385	10.612959	36.208656	
55.000000	51.409575	17.467650	31.122775	53.506700	10.649439	35.843862	
60.000000	51.409575	17.467650	31.122775	53.835015	10.685918	35.479067	
65.000000	51.409575	17.467650	31.122775	54.163330	10.722398	35.114273	
70.000000	51.409575	17.467650	31.122775	54.491644	10.758877	34.749478	
75.000000	51.409575	17.467650	31.122775	54.819959	10.795357	34.384684	
80.000000	51.409575	17.467650	31.122775	55.148274	10.831836	34.019890	
85.000000	51.409575	17.467650	31.122775	55.476589	10.868315	33.655095	
90.000000	51.409575	17.467650	31.122775	55.804904	10.904795	33.290301	
95.000000	51.409575	17.467650	31.122775	56.133219	10.941274	32.925506	
