0.000000	38.089375	5.391250	56.519375	38.711250	4.769375	56.519375	
5.000000	38.089375	5.391250	56.519375	38.651338	4.829287	56.519375	
10.000000	38.089375	5.391250	56.519375	38.591425	4.889200	56.519375	
15.000000	38.089375	5.391250	56.519375	38.531513	4.949112	56.519375	
20.000000	38.089375	5.391250	56.519375	38.471601	5.009024	56.519375	
25.000000	38.089375	5.391250	56.519375	38.411688	5.068937	56.519375	
30.000000	38.089375	5.391250	56.519375	38.351776	5.128849	56.519375	
35.000000	38.089375	5.391250	56.519375	38.291864	5.188761	56.519375	
40.000000	38.089375	5.391250	56.519375	38.231951	5.248674	56.519375	
45.000000	38.089375	5.391250	56.519375	38.172039	5.308586	56.519375	
50.000000	38.089375	5.391250	56.519375	38.112127	5.368498	56.519375	
55.000000	38.089375	5.391250	56.519375	38.052214	5.428411	56.519375	
60.000000	38.089375	5.391250	56.519375	37.992302	5.488323	56.519375	
65.000000	38.089375	5.391250	56.519375	37.932390	5.548235	56.519375	
70.000000	38.089375	5.391250	56.519375	37.872477	5.608148	56.519375	
75.000000	38.089375	5.391250	56.519375	37.812565	5.668060	56.519375	
80.000000	38.089375	5.391250	56.519375	37.752653	5.727972	56.519375	
85.000000	38.089375	5.391250	56.519375	37.692740	5.787885	56.519375	
90.000000	38.089375	5.391250	56.519375	37.632828	5.847797	56.519375	
95.000000	38.089375	5.391250	56.519375	37.572916	5.907709	56.519375	
