0.000000	0.488361	-0.115349
5.000000	0.490498	-0.103864
10.000000	0.492635	-0.092379
15.000000	0.494772	-0.080894
20.000000	0.496909	-0.069409
25.000000	0.499046	-0.057924
30.000000	0.501182	-0.046439
35.000000	0.503319	-0.034954
40.000000	0.505456	-0.023470
45.000000	0.507593	-0.011985
50.000000	0.509730	-0.000500
55.000000	0.511867	0.010985
60.000000	0.514004	0.022470
65.000000	0.516141	0.033955
70.000000	0.518278	0.045440
75.000000	0.520415	0.056925
80.000000	0.522552	0.068410
85.000000	0.524689	0.079895
90.000000	0.526826	0.091380
95.000000	0.528963	0.102865
