0.000000	-0.029456	0.039193
5.000000	-0.023070	0.035379
10.000000	-0.016684	0.031565
15.000000	-0.010298	0.027752
20.000000	-0.003911	0.023938
25.000000	0.002475	0.020124
30.000000	0.008861	0.016311
35.000000	0.015247	0.012497
40.000000	0.021634	0.008684
45.000000	0.028020	0.004870
50.000000	0.034406	0.001056
55.000000	0.040792	-0.002757
60.000000	0.047179	-0.006571
65.000000	0.053565	-0.010385
70.000000	0.059951	-0.014198
75.000000	0.066338	-0.018012
80.000000	0.072724	-0.021825
85.000000	0.079110	-0.025639
90.000000	0.085496	-0.029453
95.000000	0.091883	-0.033266
