0.000000	-0.207211	-0.115349
5.000000	-0.205143	-0.104236
10.000000	-0.203075	-0.093123
15.000000	-0.201008	-0.082010
20.000000	-0.198940	-0.070897
25.000000	-0.196872	-0.059785
30.000000	-0.194804	-0.048672
35.000000	-0.192737	-0.037559
40.000000	-0.190669	-0.026446
45.000000	-0.188601	-0.015333
50.000000	-0.186534	-0.004220
55.000000	-0.184466	0.006893
60.000000	-0.182398	0.018006
65.000000	-0.180330	0.029119
70.000000	-0.178263	0.040231
75.000000	-0.176195	0.051344
80.000000	-0.174127	0.062457
85.000000	-0.172059	0.073570
90.000000	-0.169992	0.084683
95.000000	-0.167924	0.095796
